"chrom" "begin" "end" "loess" "wind_2mb" "loess_sd" "wd_sd" "mkr" "chr_length" "chr_type" "feature" "feat_length" "occ_length" "rel_pos" "pos_group"
"1" "LR999924.1" 1 2000000 3.012 2.81666666666667 0.250723397835587 0.440652924647051 11 17040296 "Z" "CDS" 116658 0.058329 0.0586844559507652 "5"
"2" "LR999924.1" 1 2000000 3.012 2.81666666666667 0.250723397835587 0.440652924647051 11 17040296 "Z" "SINE" 111073 0.0555365 0.0586844559507652 "5"
"3" "LR999924.1" 1 2000000 3.012 2.81666666666667 0.250723397835587 0.440652924647051 11 17040296 "Z" "DNA" 47977 0.0239885 0.0586844559507652 "5"
"4" "LR999924.1" 1 2000000 3.012 2.81666666666667 0.250723397835587 0.440652924647051 11 17040296 "Z" "LINE" 282226 0.141113 0.0586844559507652 "5"
"5" "LR999924.1" 1 2000000 3.012 2.81666666666667 0.250723397835587 0.440652924647051 11 17040296 "Z" "LTR" 14580 0.00729 0.0586844559507652 "5"
"6" "LR999924.1" 1 2000000 3.012 2.81666666666667 0.250723397835587 0.440652924647051 11 17040296 "Z" "rpt" 604198 0.302099 0.0586844559507652 "5"
"7" "LR999924.1" 1 2000000 3.012 2.81666666666667 0.250723397835587 0.440652924647051 11 17040296 "Z" "gc" 0.357385 0.357385 0.0586844559507652 "5"
"8" "LR999924.1" 2000001 4000000 4.05545454545455 5.84636363636364 0.582346351175375 2.6848399308982 11 17040296 "Z" "CDS" 36238 0.018119 0.176053309167869 "4"
"9" "LR999924.1" 2000001 4000000 4.05545454545455 5.84636363636364 0.582346351175375 2.6848399308982 11 17040296 "Z" "SINE" 144531 0.0722655 0.176053309167869 "4"
"10" "LR999924.1" 2000001 4000000 4.05545454545455 5.84636363636364 0.582346351175375 2.6848399308982 11 17040296 "Z" "DNA" 52073 0.0260365 0.176053309167869 "4"
"11" "LR999924.1" 2000001 4000000 4.05545454545455 5.84636363636364 0.582346351175375 2.6848399308982 11 17040296 "Z" "LINE" 253107 0.1265535 0.176053309167869 "4"
"12" "LR999924.1" 2000001 4000000 4.05545454545455 5.84636363636364 0.582346351175375 2.6848399308982 11 17040296 "Z" "LTR" 36159 0.0180795 0.176053309167869 "4"
"13" "LR999924.1" 2000001 4000000 4.05545454545455 5.84636363636364 0.582346351175375 2.6848399308982 11 17040296 "Z" "rpt" 674387 0.3371935 0.176053309167869 "4"
"14" "LR999924.1" 2000001 4000000 4.05545454545455 5.84636363636364 0.582346351175375 2.6848399308982 11 17040296 "Z" "gc" 0.323664 0.323664 0.176053309167869 "4"
"15" "LR999924.1" 4000001 6000000 4.36333333333333 6.15375 0.388844441904472 3.64937152123486 9 17040296 "Z" "CDS" 104206 0.052103 0.293422162384973 "3"
"16" "LR999924.1" 4000001 6000000 4.36333333333333 6.15375 0.388844441904472 3.64937152123486 9 17040296 "Z" "SINE" 98842 0.049421 0.293422162384973 "3"
"17" "LR999924.1" 4000001 6000000 4.36333333333333 6.15375 0.388844441904472 3.64937152123486 9 17040296 "Z" "DNA" 57361 0.0286805 0.293422162384973 "3"
"18" "LR999924.1" 4000001 6000000 4.36333333333333 6.15375 0.388844441904472 3.64937152123486 9 17040296 "Z" "LINE" 175637 0.0878185 0.293422162384973 "3"
"19" "LR999924.1" 4000001 6000000 4.36333333333333 6.15375 0.388844441904472 3.64937152123486 9 17040296 "Z" "LTR" 29420 0.01471 0.293422162384973 "3"
"20" "LR999924.1" 4000001 6000000 4.36333333333333 6.15375 0.388844441904472 3.64937152123486 9 17040296 "Z" "rpt" 543342 0.271671 0.293422162384973 "3"
"21" "LR999924.1" 4000001 6000000 4.36333333333333 6.15375 0.388844441904472 3.64937152123486 9 17040296 "Z" "gc" 0.320664 0.320664 0.293422162384973 "3"
"22" "LR999924.1" 6000001 8000000 2.73076923076923 2.13615384615385 0.61949524532022 0.27497086092707 13 17040296 "Z" "CDS" 105762 0.052881 0.410791015602076 "1"
"23" "LR999924.1" 6000001 8000000 2.73076923076923 2.13615384615385 0.61949524532022 0.27497086092707 13 17040296 "Z" "SINE" 102025 0.0510125 0.410791015602076 "1"
"24" "LR999924.1" 6000001 8000000 2.73076923076923 2.13615384615385 0.61949524532022 0.27497086092707 13 17040296 "Z" "DNA" 53486 0.026743 0.410791015602076 "1"
"25" "LR999924.1" 6000001 8000000 2.73076923076923 2.13615384615385 0.61949524532022 0.27497086092707 13 17040296 "Z" "LINE" 153677 0.0768385 0.410791015602076 "1"
"26" "LR999924.1" 6000001 8000000 2.73076923076923 2.13615384615385 0.61949524532022 0.27497086092707 13 17040296 "Z" "LTR" 17782 0.008891 0.410791015602076 "1"
"27" "LR999924.1" 6000001 8000000 2.73076923076923 2.13615384615385 0.61949524532022 0.27497086092707 13 17040296 "Z" "rpt" 493178 0.246589 0.410791015602076 "1"
"28" "LR999924.1" 6000001 8000000 2.73076923076923 2.13615384615385 0.61949524532022 0.27497086092707 13 17040296 "Z" "gc" 0.320596 0.320596 0.410791015602076 "1"
"29" "LR999924.1" 8000001 10000000 2.39461538461538 2.53461538461538 0.221420240892569 0.239256326444234 13 17040296 "Z" "CDS" 122558 0.061279 0.52815986881918 "1"
"30" "LR999924.1" 8000001 10000000 2.39461538461538 2.53461538461538 0.221420240892569 0.239256326444234 13 17040296 "Z" "SINE" 96453 0.0482265 0.52815986881918 "1"
"31" "LR999924.1" 8000001 10000000 2.39461538461538 2.53461538461538 0.221420240892569 0.239256326444234 13 17040296 "Z" "DNA" 41085 0.0205425 0.52815986881918 "1"
"32" "LR999924.1" 8000001 10000000 2.39461538461538 2.53461538461538 0.221420240892569 0.239256326444234 13 17040296 "Z" "LINE" 176787 0.0883935 0.52815986881918 "1"
"33" "LR999924.1" 8000001 10000000 2.39461538461538 2.53461538461538 0.221420240892569 0.239256326444234 13 17040296 "Z" "LTR" 24251 0.0121255 0.52815986881918 "1"
"34" "LR999924.1" 8000001 10000000 2.39461538461538 2.53461538461538 0.221420240892569 0.239256326444234 13 17040296 "Z" "rpt" 519161 0.2595805 0.52815986881918 "1"
"35" "LR999924.1" 8000001 10000000 2.39461538461538 2.53461538461538 0.221420240892569 0.239256326444234 13 17040296 "Z" "gc" 0.31786 0.31786 0.52815986881918 "1"
"36" "LR999924.1" 10000001 12000000 1.888 1.666 0.0957601169589928 0.302456608458139 5 17040296 "Z" "CDS" 87691 0.0438455 0.645528722036284 "2"
"37" "LR999924.1" 10000001 12000000 1.888 1.666 0.0957601169589928 0.302456608458139 5 17040296 "Z" "SINE" 81783 0.0408915 0.645528722036284 "2"
"38" "LR999924.1" 10000001 12000000 1.888 1.666 0.0957601169589928 0.302456608458139 5 17040296 "Z" "DNA" 45137 0.0225685 0.645528722036284 "2"
"39" "LR999924.1" 10000001 12000000 1.888 1.666 0.0957601169589928 0.302456608458139 5 17040296 "Z" "LINE" 165533 0.0827665 0.645528722036284 "2"
"40" "LR999924.1" 10000001 12000000 1.888 1.666 0.0957601169589928 0.302456608458139 5 17040296 "Z" "LTR" 22792 0.011396 0.645528722036284 "2"
"41" "LR999924.1" 10000001 12000000 1.888 1.666 0.0957601169589928 0.302456608458139 5 17040296 "Z" "rpt" 485428 0.242714 0.645528722036284 "2"
"42" "LR999924.1" 10000001 12000000 1.888 1.666 0.0957601169589928 0.302456608458139 5 17040296 "Z" "gc" 0.318933 0.318933 0.645528722036284 "2"
"43" "LR999924.1" 12000001 14000000 1.94642857142857 1.99285714285714 0.109094676092137 0.0544099215257619 14 17040296 "Z" "CDS" 61772 0.030886 0.762897575253388 "3"
"44" "LR999924.1" 12000001 14000000 1.94642857142857 1.99285714285714 0.109094676092137 0.0544099215257619 14 17040296 "Z" "SINE" 97890 0.048945 0.762897575253388 "3"
"45" "LR999924.1" 12000001 14000000 1.94642857142857 1.99285714285714 0.109094676092137 0.0544099215257619 14 17040296 "Z" "DNA" 39665 0.0198325 0.762897575253388 "3"
"46" "LR999924.1" 12000001 14000000 1.94642857142857 1.99285714285714 0.109094676092137 0.0544099215257619 14 17040296 "Z" "LINE" 145825 0.0729125 0.762897575253388 "3"
"47" "LR999924.1" 12000001 14000000 1.94642857142857 1.99285714285714 0.109094676092137 0.0544099215257619 14 17040296 "Z" "LTR" 30431 0.0152155 0.762897575253388 "3"
"48" "LR999924.1" 12000001 14000000 1.94642857142857 1.99285714285714 0.109094676092137 0.0544099215257619 14 17040296 "Z" "rpt" 467813 0.2339065 0.762897575253388 "3"
"49" "LR999924.1" 12000001 14000000 1.94642857142857 1.99285714285714 0.109094676092137 0.0544099215257619 14 17040296 "Z" "gc" 0.318563 0.318563 0.762897575253388 "3"
"50" "LR999924.1" 14000001 16000000 2.255 2.055 0.0212132034355963 0.417193000900063 2 17040296 "Z" "CDS" 111141 0.0555705 0.880266428470491 "4"
"51" "LR999924.1" 14000001 16000000 2.255 2.055 0.0212132034355963 0.417193000900063 2 17040296 "Z" "SINE" 100022 0.050011 0.880266428470491 "4"
"52" "LR999924.1" 14000001 16000000 2.255 2.055 0.0212132034355963 0.417193000900063 2 17040296 "Z" "DNA" 40788 0.020394 0.880266428470491 "4"
"53" "LR999924.1" 14000001 16000000 2.255 2.055 0.0212132034355963 0.417193000900063 2 17040296 "Z" "LINE" 179346 0.089673 0.880266428470491 "4"
"54" "LR999924.1" 14000001 16000000 2.255 2.055 0.0212132034355963 0.417193000900063 2 17040296 "Z" "LTR" 27617 0.0138085 0.880266428470491 "4"
"55" "LR999924.1" 14000001 16000000 2.255 2.055 0.0212132034355963 0.417193000900063 2 17040296 "Z" "rpt" 506113 0.2530565 0.880266428470491 "4"
"56" "LR999924.1" 14000001 16000000 2.255 2.055 0.0212132034355963 0.417193000900063 2 17040296 "Z" "gc" 0.325422 0.325422 0.880266428470491 "4"
"57" "LR999924.1" 16000001 17040296 2.232 1.76 0.00447213595499968 0 6 17040296 "Z" "CDS" 46048 0.0442643247691042 0.969475442210628 "5"
"58" "LR999924.1" 16000001 17040296 2.232 1.76 0.00447213595499968 0 6 17040296 "Z" "SINE" 53001 0.050947999415551 0.969475442210628 "5"
"59" "LR999924.1" 16000001 17040296 2.232 1.76 0.00447213595499968 0 6 17040296 "Z" "DNA" 19825 0.0190570760629667 0.969475442210628 "5"
"60" "LR999924.1" 16000001 17040296 2.232 1.76 0.00447213595499968 0 6 17040296 "Z" "LINE" 103658 0.0996427939740228 0.969475442210628 "5"
"61" "LR999924.1" 16000001 17040296 2.232 1.76 0.00447213595499968 0 6 17040296 "Z" "LTR" 7257 0.00697589916716012 0.969475442210628 "5"
"62" "LR999924.1" 16000001 17040296 2.232 1.76 0.00447213595499968 0 6 17040296 "Z" "rpt" 253834 0.24400170720641 0.969475442210628 "5"
"63" "LR999924.1" 16000001 17040296 2.232 1.76 0.00447213595499968 0 6 17040296 "Z" "gc" 0.346551 0.346551 0.969475442210628 "5"
"64" "LR999925.1" 1 2000000 5.54 5.4875 0.03605551275464 0.365 4 16607008 "Autosome" "CDS" 44984 0.022492 0.0602155728473184 "5"
"65" "LR999925.1" 1 2000000 5.54 5.4875 0.03605551275464 0.365 4 16607008 "Autosome" "SINE" 163114 0.081557 0.0602155728473184 "5"
"66" "LR999925.1" 1 2000000 5.54 5.4875 0.03605551275464 0.365 4 16607008 "Autosome" "DNA" 56544 0.028272 0.0602155728473184 "5"
"67" "LR999925.1" 1 2000000 5.54 5.4875 0.03605551275464 0.365 4 16607008 "Autosome" "LINE" 324125 0.1620625 0.0602155728473184 "5"
"68" "LR999925.1" 1 2000000 5.54 5.4875 0.03605551275464 0.365 4 16607008 "Autosome" "LTR" 56834 0.028417 0.0602155728473184 "5"
"69" "LR999925.1" 1 2000000 5.54 5.4875 0.03605551275464 0.365 4 16607008 "Autosome" "rpt" 805478 0.402739 0.0602155728473184 "5"
"70" "LR999925.1" 1 2000000 5.54 5.4875 0.03605551275464 0.365 4 16607008 "Autosome" "gc" 0.335227 0.335227 0.0602155728473184 "5"
"71" "LR999925.1" 2000001 4000000 5.56090909090909 6.11272727272727 0.102416262913128 0.577548108976056 11 16607008 "Autosome" "CDS" 94168 0.047084 0.180646658326413 "4"
"72" "LR999925.1" 2000001 4000000 5.56090909090909 6.11272727272727 0.102416262913128 0.577548108976056 11 16607008 "Autosome" "SINE" 121806 0.060903 0.180646658326413 "4"
"73" "LR999925.1" 2000001 4000000 5.56090909090909 6.11272727272727 0.102416262913128 0.577548108976056 11 16607008 "Autosome" "DNA" 41357 0.0206785 0.180646658326413 "4"
"74" "LR999925.1" 2000001 4000000 5.56090909090909 6.11272727272727 0.102416262913128 0.577548108976056 11 16607008 "Autosome" "LINE" 214647 0.1073235 0.180646658326413 "4"
"75" "LR999925.1" 2000001 4000000 5.56090909090909 6.11272727272727 0.102416262913128 0.577548108976056 11 16607008 "Autosome" "LTR" 50036 0.025018 0.180646658326413 "4"
"76" "LR999925.1" 2000001 4000000 5.56090909090909 6.11272727272727 0.102416262913128 0.577548108976056 11 16607008 "Autosome" "rpt" 586606 0.293303 0.180646658326413 "4"
"77" "LR999925.1" 2000001 4000000 5.56090909090909 6.11272727272727 0.102416262913128 0.577548108976056 11 16607008 "Autosome" "gc" 0.326583 0.326583 0.180646658326413 "4"
"78" "LR999925.1" 4000001 6000000 4.47333333333333 4.76416666666667 0.824856277655616 1.0552505806105 12 16607008 "Autosome" "CDS" 116124 0.058062 0.301077743805507 "2"
"79" "LR999925.1" 4000001 6000000 4.47333333333333 4.76416666666667 0.824856277655616 1.0552505806105 12 16607008 "Autosome" "SINE" 113672 0.056836 0.301077743805507 "2"
"80" "LR999925.1" 4000001 6000000 4.47333333333333 4.76416666666667 0.824856277655616 1.0552505806105 12 16607008 "Autosome" "DNA" 43626 0.021813 0.301077743805507 "2"
"81" "LR999925.1" 4000001 6000000 4.47333333333333 4.76416666666667 0.824856277655616 1.0552505806105 12 16607008 "Autosome" "LINE" 225619 0.1128095 0.301077743805507 "2"
"82" "LR999925.1" 4000001 6000000 4.47333333333333 4.76416666666667 0.824856277655616 1.0552505806105 12 16607008 "Autosome" "LTR" 21191 0.0105955 0.301077743805507 "2"
"83" "LR999925.1" 4000001 6000000 4.47333333333333 4.76416666666667 0.824856277655616 1.0552505806105 12 16607008 "Autosome" "rpt" 587942 0.293971 0.301077743805507 "2"
"84" "LR999925.1" 4000001 6000000 4.47333333333333 4.76416666666667 0.824856277655616 1.0552505806105 12 16607008 "Autosome" "gc" 0.323858 0.323858 0.301077743805507 "2"
"85" "LR999925.1" 6000001 8000000 1.9475 2.0275 0.276599245944639 0.285544592464494 8 16607008 "Autosome" "CDS" 143376 0.071688 0.421508829284601 "1"
"86" "LR999925.1" 6000001 8000000 1.9475 2.0275 0.276599245944639 0.285544592464494 8 16607008 "Autosome" "SINE" 102606 0.051303 0.421508829284601 "1"
"87" "LR999925.1" 6000001 8000000 1.9475 2.0275 0.276599245944639 0.285544592464494 8 16607008 "Autosome" "DNA" 38053 0.0190265 0.421508829284601 "1"
"88" "LR999925.1" 6000001 8000000 1.9475 2.0275 0.276599245944639 0.285544592464494 8 16607008 "Autosome" "LINE" 168465 0.0842325 0.421508829284601 "1"
"89" "LR999925.1" 6000001 8000000 1.9475 2.0275 0.276599245944639 0.285544592464494 8 16607008 "Autosome" "LTR" 29257 0.0146285 0.421508829284601 "1"
"90" "LR999925.1" 6000001 8000000 1.9475 2.0275 0.276599245944639 0.285544592464494 8 16607008 "Autosome" "rpt" 490066 0.245033 0.421508829284601 "1"
"91" "LR999925.1" 6000001 8000000 1.9475 2.0275 0.276599245944639 0.285544592464494 8 16607008 "Autosome" "gc" 0.324281 0.324281 0.421508829284601 "1"
"92" "LR999925.1" 8000001 10000000 2.319 1.81 0.501008981955414 0.748806457711945 10 16607008 "Autosome" "CDS" 101537 0.0507685 0.541939914763695 "1"
"93" "LR999925.1" 8000001 10000000 2.319 1.81 0.501008981955414 0.748806457711945 10 16607008 "Autosome" "SINE" 83294 0.041647 0.541939914763695 "1"
"94" "LR999925.1" 8000001 10000000 2.319 1.81 0.501008981955414 0.748806457711945 10 16607008 "Autosome" "DNA" 39908 0.019954 0.541939914763695 "1"
"95" "LR999925.1" 8000001 10000000 2.319 1.81 0.501008981955414 0.748806457711945 10 16607008 "Autosome" "LINE" 154821 0.0774105 0.541939914763695 "1"
"96" "LR999925.1" 8000001 10000000 2.319 1.81 0.501008981955414 0.748806457711945 10 16607008 "Autosome" "LTR" 33712 0.016856 0.541939914763695 "1"
"97" "LR999925.1" 8000001 10000000 2.319 1.81 0.501008981955414 0.748806457711945 10 16607008 "Autosome" "rpt" 471634 0.235817 0.541939914763695 "1"
"98" "LR999925.1" 8000001 10000000 2.319 1.81 0.501008981955414 0.748806457711945 10 16607008 "Autosome" "gc" 0.317807 0.317807 0.541939914763695 "1"
"99" "LR999925.1" 10000001 12000000 3.088 2.124 0.281193883290516 1.55255595712361 5 16607008 "Autosome" "CDS" 114460 0.05723 0.662371000242789 "2"
"100" "LR999925.1" 10000001 12000000 3.088 2.124 0.281193883290516 1.55255595712361 5 16607008 "Autosome" "SINE" 116659 0.0583295 0.662371000242789 "2"
"101" "LR999925.1" 10000001 12000000 3.088 2.124 0.281193883290516 1.55255595712361 5 16607008 "Autosome" "DNA" 48882 0.024441 0.662371000242789 "2"
